Tweet,Keyword
"Nepal reports 17 more Covid-19-related fatalities to take the death toll to 829; 4,499 new infections take tally to 153,008

The active case count stands at 46,691 with 105,488 people making successful recovery so far, according to the Health Ministry.

https://t.co/NpjIYoTw79",death toll
"Pakistan buries mosque blast victims as death toll passes 90

The mosque is the main place of worship in the district, which houses offices for the police and counter-terrorism unit.

https://t.co/C60EdduMIg",death toll
"Nepal reports 715 new Covid-19 cases, 10 deaths

According to the Health Ministry, the countrywide death toll has now reached 11,210 and the number of active cases stands at 15,614.

https://t.co/Nbm1hQojg1",death toll
"Update: Death toll in #Khotang bus #accident reaches 20

https://t.co/S2ZytfZZYT https://t.co/zn5ihO7QvJ",death toll
"Nepal reports 318 cases as rapid antigen tests added to daily infection tallies

According to the Health Ministry, the countrywide death toll has now reached 11,931 and the number of active cases stands at 9,678.

https://t.co/pf3eDMrBsx",death toll
"Nepal reports 21 more Covid-19-related fatalities to take the death toll to 1,108; national tally reaches 194,453 with 2,817 new infections

https://t.co/iDpZ3BmRv6",death toll
"As if there’s no pandemic

Oli and his clique’s seeming indifference to the raging coronavirus &amp; unfolding tragedy is stark. Even as virus cases hit a new record of 7,137 &amp; death toll clocks 3,325, political games continue. https://t.co/bXDa4qa5nl — by @tikapradhan &amp; @binodjourno",death toll
"Nepal reports 14 more Covid-19-related fatalities to take the death toll to 876; national tally reaches 160,400 with 570 new infections

The active case count stands at 40,681 with 118,843 people making successful recovery so far.

https://t.co/f2QVpLc3pJ",death toll
"UPDATE: Death toll in Nuwakot bus accident reaches 7

https://t.co/euGHVhOqK9",death toll
"Data discrepancy amid a virus crisis could spell more disaster

Different figures on Covid-19 death toll, which have puzzled many, raise concerns if there are more virus fatalities than what the government is reporting.
https://t.co/2flkfAAjps — by @binodjourno",death toll
"Update: Death toll in Dhading bus accident rises to 19

https://t.co/h13Y5T6fQs https://t.co/Z8u1JT8WKQ",death toll
"Home Ministry has corrected the number of deaths in the crash of US-Bangla aircraft on Monday to 49

The ministry had earlier put the total death toll at 51

#KathmanduPost

https://t.co/1rZ2W0w4Us",death toll
"Nepal reports 5,087 cases as rapid antigen tests added to daily infection tallies

According to the Health Ministry, the countrywide death toll has now reached 11,613 and the number of active cases stands at 18,235.

https://t.co/jAwb2Out2h",death toll
"Nepal reports 15 more Covid-19 deaths, highest single-day fatalities

Country’s tally reaches 55,329 with 1,170 new infections, death toll hits 360, according to the Health Ministry.

https://t.co/tYu5jMBg4T",death toll
"#Ecuador earthquake: Death toll rises to 77

https://t.co/R5gxvWItQ4 https://t.co/OAQW6y1LCp",death toll
"Earthquake rescue work moves slowly as death toll climbs past 4,400

The magnitude 7.8 quake hit Turkey and neighbouring Syria early on Monday, toppling thousands of buildings and leaving thousands of people injured or homeless.

https://t.co/G72gogqj9L",death toll
"Nepal reports 243 new Covid-19 cases, one death

According to the Health Ministry, the countrywide death toll has now reached 11,524 and the number of active cases stands at 6,944.

https://t.co/OGCqRfOrF1",death toll
"Data discrepancy amid a virus crisis could spell more disaster

Different figures on Covid-19 death toll, which have puzzled many, raise concerns if there are more virus fatalities than what the government is reporting.
https://t.co/fAu7yZszYF — by @binodjourno",death toll
"Nepal reports 241 new Covid-19 cases, two deaths

According to the Health Ministry, the countrywide death toll has now reached 11,581 and the number of active cases stands at 5,161.

https://t.co/nRv5dN6ySc",death toll
"Nepal reports 355 new Covid-19 cases, three deaths

According to the Health Ministry, the countrywide death toll has now reached 11,601 and the number of active cases stands at 5,094.

https://t.co/9hMaVJTKep",death toll
"Nepal reports 241 new Covid-19 cases, two deaths

According to the Health Ministry, the countrywide death toll has now reached 11,588 and the number of active cases stands at 4,910.

https://t.co/2qhNh1F0c0",death toll
"Death toll in Daunne bus-truck collision reaches nine, five bodies identified http://t.co/6ZQJtDYyh6 http://t.co/qgwWr7XkdO",death toll
"Saptari death toll reaches 4; strike affects common life

https://t.co/ytlKW0zPQb https://t.co/FAuIyPCuky",death toll
"Nepal reports 4,961 cases as rapid antigen tests added to daily infection tallies

According to the Health Ministry, the countrywide death toll has now reached 11,620 and the number of active cases stands at 25,680.

https://t.co/YMZM13Ii2Q",death toll
"Nepal reports 197 new Covid-19 cases, three deaths

According to the Health Ministry, the countrywide death toll has now reached 11,521 and the number of active cases stands at 7,156.

https://t.co/ne1jkUtz33",death toll
"Istanbul Ataturk airport attack: Death toll rises to 41, with 239 hurt

https://t.co/NHST0eNauK https://t.co/2FdLdPUCvz",death toll
"Nepal’s Covid-19 tally reaches 67,804 with 1,172 new infections; seven more fatalities take the death toll to 436

According to the Health Ministry, the active case count stands at 17,414 with 49,954 individuals discharged after successful recovery. https://t.co/qHyyRlk3dV",death toll
"Nepal reports 535 new Covid-19 cases, 13 deaths

According to the Health Ministry, the countrywide death toll has now reached 11,318 and the number of active cases stands at 11,579.

https://t.co/kC7irWADPb",death toll
"Nepal reports 636 new Covid-19 cases, 11 deaths

According to the Health Ministry, the countrywide death toll has now reached 11,221 and the number of active cases stands at 15,340.

https://t.co/QuL7mc417R",death toll
"Nepal reports 285 new Covid-19 cases, three deaths

According to the Health Ministry, the countrywide death toll has now reached 11,529 and the number of active cases stands at 6,954.

https://t.co/GQTFLxZwhk",death toll
"Mt Everest death toll reaches 3, one missing, one seriously injured

https://t.co/yy0HTdG4jC",death toll
"Death toll in suicide bombing at mosque in Pakistan climbs to 59

The death toll rose to 59 after several people succumbed to their wounds, hospital official Mohammad Asim said in a statement. Police said 27 of the dead were police officials.

https://t.co/j2NrEYBEWX",death toll
"Arghakhanchi jeep accident: Death toll rises to 11 [UPDATE]

https://t.co/44ahMnlmYX https://t.co/uWnFmjb7DX",death toll
"Nepal logs 111 new Covid-19 cases

According to the Health Ministry, the countrywide death toll has now reached 11,945 and the number of active cases stands at 7,242.

https://t.co/Novd65YdPX",death toll
"Nepal reports 160 new Covid-19 cases, two deaths

According to the Health Ministry, the countrywide death toll has now reached 11,567 and the number of active cases stands at 5,526.

https://t.co/zGf4HdELq5",death toll
"Opinion: Two killers: Cities and centralism

The federal government’s attempt at absolute control and its lack of support of the vulnerable is going to add to the death toll.

https://t.co/IjUviFLCrE — by @DrAchyutWagle",death toll
"At least 17 killed in Afghan quake, death toll could rise: officials https://t.co/xDXiHaqj87",death toll
"Nepal reports 17 more Covid-19-related deaths, highest single-day fatalities

Country’s infection tally reaches 69,301 with 1,497 new cases, death toll hits 453, according to the Health Ministry. https://t.co/H31qM9TzC8",death toll
"The two car bombs that exploded at Somalia’s education ministry, next to a busy market intersection, killed at least 100 people and wounded 300, President Hassan Sheikh Mohamud said on Sunday, warning the death toll could rise.

https://t.co/7ZCq9jue4N",death toll
"Nepal reports 363 new Covid-19 cases, one death

According to the Health Ministry, the countrywide death toll has now reached 11,483 and the number of active cases stands at 7,636.

https://t.co/8aMeOw8uqS",death toll
"Nepal reports 574 new Covid-19 cases, seven deaths

According to the Health Ministry, the countrywide death toll has now reached 11,164 and the number of active cases stands at 16,804.

https://t.co/rplLu7CfZ6",death toll
"Nepal reports 350 cases as rapid antigen tests added to daily infection tallies

According to the Health Ministry, the countrywide death toll has now reached 11,917 and the number of active cases stands at 13,357.

https://t.co/CGR6oU8Z1e",death toll
"The death toll from an outbreak of coronavirus in Italy has risen by 651 to 5,476, officials said on Sunday. 

https://t.co/vRYw61huhR",death toll
"Earthquake death toll tops 33,000, Turkey starts legal action

Building quality in a country that lies on several seismic fault lines has come into sharp focus in the aftermath of the quake.

https://t.co/cCs39glU30",death toll
"Jat caste unrest: Haryana remains in grip of violence, death toll rises to 10

https://t.co/BwkQqJFPSb https://t.co/Hy3RN1CPxR",death toll
"Cyclone Enawo's death toll in Madagascar jumps to 38

https://t.co/u30G5TD8XE",death toll
"Nepal reports 747 cases as rapid antigen tests added to daily infection tallies

According to the Health Ministry, the countrywide death toll has now reached 11,900 and the number of active cases stands at 20,739.

https://t.co/haTziGktQR",death toll
"UPDATE: The death toll in Trishuli bus plunge has reached five with two more bodies recovered from Jugedi in Chitwan. Twenty-four others are still missing. 

https://t.co/SIWqjUUejz",death toll
"Nepal reports 691 new Covid-19 cases, 14 deaths

According to the Health Ministry, the countrywide death toll has now reached 11,257 and the number of active cases stands at 14,554.

https://t.co/A2YnfKZXTB",death toll
"Nepal reports 174 new Covid-19 cases, two deaths

According to the Health Ministry, the countrywide death toll has now reached 11,438 and the number of active cases stands at 8,413.

https://t.co/v2s7AMMryv",death toll
#UPDATE The death toll from Bardibas bus accident climbs to eight,death toll
"Nepal reports 17 more Covid-19-related fatalities to take the death toll to 937; national tally reaches 170,743 with 2,508 new infections

The active case count stands at 38,584 with 131,222 people making successful recovery so far.

https://t.co/wWHXOgdJdx",death toll
"The United States surpassed Italy on Saturday as the country with the highest reported coronavirus death toll, recording more than 20,000 deaths since the outbreak began, according to a Reuters tally. https://t.co/EPjZRPAQj2",death toll
"The U.S. death toll from the coronavirus pandemic climbed past 3,000 on Monday, the deadliest day yet in the country’s mounting crisis. https://t.co/MddcoLZWpd",death toll
"Global coronavirus cases surpassed 1 million with more than 52,000 deaths as the pandemic further exploded in the United States and the death toll climbed in Spain and Italy.

https://t.co/o3xRGtH41x",death toll
The rising death toll of climbers has exposed previously unthought-of dangers on the highest peak on earth.  https://t.co/fMMTr2qEDd —by Thaneshwor Chalise #Opinion,death toll
"JUST IN: 338 new cases take Nepal's Covid-19 tally to 23,310; death toll at 79. 

Track district wise cases here
https://t.co/SSPRb7ZDM6 https://t.co/Pq4DBc0plH",death toll
"Death toll in Dang bus accident has reached 16.

https://t.co/FapYdAMflC",death toll
"Nepal reported one more Covid-19 related death and 109 new cases on Saturday. With this the national infection tally has reached 18,483 while the death toll has climbed to 45. https://t.co/zqVqqopuJz",death toll
"Nepal reports 522 new Covid-19 cases, three deaths

According to the Health Ministry, the countrywide death toll has now reached 11,348 and the number of active cases stands at 10,201.

https://t.co/km0jvkd8kE",death toll
